,model,scenario,region,variable,unit,year,value
1684,West Bengal energy model,baseline,India,Final Energy|Solids|Coal,GWa,2035,9.915020942687988
1685,West Bengal energy model,baseline,India,Final Energy|Solids|Coal,GWa,2040,11.893136024475098
1686,West Bengal energy model,baseline,India,Final Energy|Transportation,GWa,2015,8.067559242248535
1687,West Bengal energy model,baseline,India,Final Energy|Transportation,GWa,2020,11.71304988861084
1688,West Bengal energy model,baseline,India,Final Energy|Transportation,GWa,2025,15.504197120666504
1689,West Bengal energy model,baseline,India,Final Energy|Transportation,GWa,2030,20.029165267944336
1690,West Bengal energy model,baseline,India,Final Energy|Transportation,GWa,2035,26.211910247802734
1691,West Bengal energy model,baseline,India,Final Energy|Transportation,GWa,2040,32.762054443359375
1692,West Bengal energy model,baseline,India,Final Energy|Transportation Freight,GWa,2015,5.36618185043335
1693,West Bengal energy model,baseline,India,Final Energy|Transportation Freight,GWa,2020,7.326076984405518
1694,West Bengal energy model,baseline,India,Final Energy|Transportation Freight,GWa,2025,8.933791160583496
1695,West Bengal energy model,baseline,India,Final Energy|Transportation Freight,GWa,2030,10.537320137023926
1696,West Bengal energy model,baseline,India,Final Energy|Transportation Freight,GWa,2035,12.934429168701172
1697,West Bengal energy model,baseline,India,Final Energy|Transportation Freight,GWa,2040,15.164166450500488
1698,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Electricity,GWa,2015,0.044722381979227066
1699,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Electricity,GWa,2020,0.06768021732568741
1700,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Electricity,GWa,2025,0.09226363152265549
1701,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Electricity,GWa,2030,0.1172829121351242
1702,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Electricity,GWa,2035,0.152705118060112
1703,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Electricity,GWa,2040,0.18825407326221466
1704,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Electricity|Rail,GWa,2015,0.044722381979227066
1705,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Electricity|Rail,GWa,2020,0.06768021732568741
1706,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Electricity|Rail,GWa,2025,0.09226363152265549
1707,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Electricity|Rail,GWa,2030,0.1172829121351242
1708,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Electricity|Rail,GWa,2035,0.152705118060112
1709,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Electricity|Rail,GWa,2040,0.18825407326221466
1710,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Electricity|Road,GWa,2015,0.0
1711,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Electricity|Road,GWa,2020,0.0
1712,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Electricity|Road,GWa,2025,0.0
1713,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Electricity|Road,GWa,2030,0.0
1714,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Electricity|Road,GWa,2035,0.0
1715,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Electricity|Road,GWa,2040,0.0
1716,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Electricity|Road|HDV,GWa,2015,0.0
1717,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Electricity|Road|HDV,GWa,2020,0.0
1718,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Electricity|Road|HDV,GWa,2025,0.0
1719,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Electricity|Road|HDV,GWa,2030,0.0
1720,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Electricity|Road|HDV,GWa,2035,0.0
1721,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Electricity|Road|HDV,GWa,2040,0.0
1722,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Electricity|Road|LDV,GWa,2015,0.0
1723,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Electricity|Road|LDV,GWa,2020,0.0
1724,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Electricity|Road|LDV,GWa,2025,0.0
1725,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Electricity|Road|LDV,GWa,2030,0.0
1726,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Electricity|Road|LDV,GWa,2035,0.0
1727,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Electricity|Road|LDV,GWa,2040,0.0
1728,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Gases,GWa,2015,0.0
1729,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Gases,GWa,2020,0.0
1730,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Gases,GWa,2025,0.0
1731,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Gases,GWa,2030,0.0
1732,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Gases,GWa,2035,0.0
1733,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Gases,GWa,2040,0.0
1734,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Gases|Road,GWa,2015,0.0
1735,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Gases|Road,GWa,2020,0.0
1736,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Gases|Road,GWa,2025,0.0
1737,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Gases|Road,GWa,2030,0.0
1738,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Gases|Road,GWa,2035,0.0
1739,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Gases|Road,GWa,2040,0.0
1740,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Gases|Road|HDV,GWa,2015,0.0
1741,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Gases|Road|HDV,GWa,2020,0.0
1742,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Gases|Road|HDV,GWa,2025,0.0
1743,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Gases|Road|HDV,GWa,2030,0.0
1744,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Gases|Road|HDV,GWa,2035,0.0
1745,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Gases|Road|HDV,GWa,2040,0.0
1746,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Gases|Road|LDV,GWa,2015,0.0
1747,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Gases|Road|LDV,GWa,2020,0.0
1748,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Gases|Road|LDV,GWa,2025,0.0
1749,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Gases|Road|LDV,GWa,2030,0.0
1750,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Gases|Road|LDV,GWa,2035,0.0
1751,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Gases|Road|LDV,GWa,2040,0.0
1752,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Hydrogen,GWa,2015,0.0
1753,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Hydrogen,GWa,2020,0.0
1754,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Hydrogen,GWa,2025,0.0
1755,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Hydrogen,GWa,2030,0.0
1756,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Hydrogen,GWa,2035,0.0
1757,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Hydrogen,GWa,2040,0.0
1758,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Hydrogen|Road,GWa,2015,0.0
1759,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Hydrogen|Road,GWa,2020,0.0
1760,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Hydrogen|Road,GWa,2025,0.0
1761,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Hydrogen|Road,GWa,2030,0.0
1762,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Hydrogen|Road,GWa,2035,0.0
1763,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Hydrogen|Road,GWa,2040,0.0
1764,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Hydrogen|Road|HDV,GWa,2015,0.0
1765,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Hydrogen|Road|HDV,GWa,2020,0.0
1766,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Hydrogen|Road|HDV,GWa,2025,0.0
1767,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Hydrogen|Road|HDV,GWa,2030,0.0
1768,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Hydrogen|Road|HDV,GWa,2035,0.0
1769,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Hydrogen|Road|HDV,GWa,2040,0.0
1770,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Hydrogen|Road|LDV,GWa,2015,0.0
1771,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Hydrogen|Road|LDV,GWa,2020,0.0
1772,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Hydrogen|Road|LDV,GWa,2025,0.0
1773,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Hydrogen|Road|LDV,GWa,2030,0.0
1774,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Hydrogen|Road|LDV,GWa,2035,0.0
1775,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Hydrogen|Road|LDV,GWa,2040,0.0
1776,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Liquids,GWa,2015,5.321459770202637
1777,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Liquids,GWa,2020,7.258396625518799
1778,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Liquids,GWa,2025,8.841527938842773
1779,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Liquids,GWa,2030,10.420037269592285
1780,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Liquids,GWa,2035,12.781723976135254
1781,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Liquids,GWa,2040,14.975913047790527
1782,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Liquids|Biomass,GWa,2015,0.0
1783,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Liquids|Biomass,GWa,2020,0.0
1784,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Liquids|Biomass,GWa,2025,0.0
1785,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Liquids|Biomass,GWa,2030,0.0
1786,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Liquids|Biomass,GWa,2035,0.0
1787,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Liquids|Biomass,GWa,2040,0.0
1788,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Liquids|Coal,GWa,2015,0.0
1789,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Liquids|Coal,GWa,2020,0.0
1790,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Liquids|Coal,GWa,2025,0.0
1791,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Liquids|Coal,GWa,2030,0.0
1792,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Liquids|Coal,GWa,2035,0.0
1793,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Liquids|Coal,GWa,2040,0.0
1794,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Liquids|Gas,GWa,2015,0.0
1795,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Liquids|Gas,GWa,2020,0.0
1796,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Liquids|Gas,GWa,2025,0.0
1797,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Liquids|Gas,GWa,2030,0.0
1798,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Liquids|Gas,GWa,2035,0.0
1799,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Liquids|Gas,GWa,2040,0.0
1800,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Liquids|Oil,GWa,2015,5.321459770202637
1801,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Liquids|Oil,GWa,2020,7.258396625518799
1802,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Liquids|Oil,GWa,2025,8.841527938842773
1803,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Liquids|Oil,GWa,2030,10.420037269592285
1804,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Liquids|Oil,GWa,2035,12.781723976135254
1805,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Liquids|Oil,GWa,2040,14.975913047790527
1806,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Liquids|Oil|Aviation,GWa,2015,0.023453442379832268
1807,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Liquids|Oil|Aviation,GWa,2020,0.044276632368564606
1808,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Liquids|Oil|Aviation,GWa,2025,0.07595769315958023
1809,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Liquids|Oil|Aviation,GWa,2030,0.13017424941062927
1810,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Liquids|Oil|Aviation,GWa,2035,0.2222166359424591
1811,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Liquids|Oil|Aviation,GWa,2040,0.3606001138687134
1812,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Liquids|Oil|IWT,GWa,2015,0.07172206789255142
1813,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Liquids|Oil|IWT,GWa,2020,0.22272425889968872
1814,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Liquids|Oil|IWT,GWa,2025,0.7149168848991394
1815,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Liquids|Oil|IWT,GWa,2030,1.515173316001892
1816,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Liquids|Oil|IWT,GWa,2035,2.767216205596924
1817,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Liquids|Oil|IWT,GWa,2040,4.458364963531494
1818,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Liquids|Oil|Rail,GWa,2015,0.08331292122602463
1819,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Liquids|Oil|Rail,GWa,2020,0.12018934637308121
1820,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Liquids|Oil|Rail,GWa,2025,0.15765582025051117
1821,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Liquids|Oil|Rail,GWa,2030,0.20140594244003296
1822,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Liquids|Oil|Rail,GWa,2035,0.26615530252456665
1823,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Liquids|Oil|Rail,GWa,2040,0.33832451701164246
1824,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Liquids|Oil|Road,GWa,2015,5.142971038818359
1825,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Liquids|Oil|Road,GWa,2020,6.871206283569336
1826,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Liquids|Oil|Road,GWa,2025,7.8929972648620605
1827,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Liquids|Oil|Road,GWa,2030,8.573284149169922
1828,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Liquids|Oil|Road,GWa,2035,9.52613639831543
1829,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Liquids|Oil|Road,GWa,2040,9.818622589111328
1830,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Liquids|Oil|Road|HDV,GWa,2015,4.368587970733643
1831,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Liquids|Oil|Road|HDV,GWa,2020,5.709197521209717
1832,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Liquids|Oil|Road|HDV,GWa,2025,6.280820846557617
1833,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Liquids|Oil|Road|HDV,GWa,2030,6.44266939163208
1834,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Liquids|Oil|Road|HDV,GWa,2035,6.675838470458984
1835,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Liquids|Oil|Road|HDV,GWa,2040,5.769077301025391
1836,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Liquids|Oil|Road|LDV,GWa,2015,0.7743833065032959
1837,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Liquids|Oil|Road|LDV,GWa,2020,1.1620088815689087
1838,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Liquids|Oil|Road|LDV,GWa,2025,1.612176537513733
1839,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Liquids|Oil|Road|LDV,GWa,2030,2.1306145191192627
1840,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Liquids|Oil|Road|LDV,GWa,2035,2.8502979278564453
1841,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Liquids|Oil|Road|LDV,GWa,2040,4.049545764923096
1842,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Other,GWa,2015,0.0
1843,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Other,GWa,2020,0.0
1844,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Other,GWa,2025,0.0
1845,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Other,GWa,2030,0.0
1846,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Other,GWa,2035,0.0
1847,West Bengal energy model,baseline,India,Final Energy|Transportation Freight|Other,GWa,2040,0.0
1848,West Bengal energy model,baseline,India,Final Energy|Transportation Passenger,GWa,2015,2.7013773918151855
1849,West Bengal energy model,baseline,India,Final Energy|Transportation Passenger,GWa,2020,4.386972904205322
1850,West Bengal energy model,baseline,India,Final Energy|Transportation Passenger,GWa,2025,6.570405960083008
1851,West Bengal energy model,baseline,India,Final Energy|Transportation Passenger,GWa,2030,9.49184513092041
1852,West Bengal energy model,baseline,India,Final Energy|Transportation Passenger,GWa,2035,13.277481079101562
1853,West Bengal energy model,baseline,India,Final Energy|Transportation Passenger,GWa,2040,17.597888946533203
1854,West Bengal energy model,baseline,India,Final Energy|Transportation Passenger|Electricity,GWa,2015,0.23147082328796387
1855,West Bengal energy model,baseline,India,Final Energy|Transportation Passenger|Electricity,GWa,2020,0.4979492723941803
1856,West Bengal energy model,baseline,India,Final Energy|Transportation Passenger|Electricity,GWa,2025,0.705296516418457
1857,West Bengal energy model,baseline,India,Final Energy|Transportation Passenger|Electricity,GWa,2030,1.0661969184875488
1858,West Bengal energy model,baseline,India,Final Energy|Transportation Passenger|Electricity,GWa,2035,1.7059943675994873
1859,West Bengal energy model,baseline,India,Final Energy|Transportation Passenger|Electricity,GWa,2040,3.1373541355133057
1860,West Bengal energy model,baseline,India,Final Energy|Transportation Passenger|Electricity|Rail,GWa,2015,0.23147082328796387
1861,West Bengal energy model,baseline,India,Final Energy|Transportation Passenger|Electricity|Rail,GWa,2020,0.45537269115448
1862,West Bengal energy model,baseline,India,Final Energy|Transportation Passenger|Electricity|Rail,GWa,2025,0.6270826458930969
1863,West Bengal energy model,baseline,India,Final Energy|Transportation Passenger|Electricity|Rail,GWa,2030,0.8640146851539612
1864,West Bengal energy model,baseline,India,Final Energy|Transportation Passenger|Electricity|Rail,GWa,2035,1.1939715147018433
1865,West Bengal energy model,baseline,India,Final Energy|Transportation Passenger|Electricity|Rail,GWa,2040,1.6728296279907227
1866,West Bengal energy model,baseline,India,Final Energy|Transportation Passenger|Electricity|Road,GWa,2015,0.0
1867,West Bengal energy model,baseline,India,Final Energy|Transportation Passenger|Electricity|Road,GWa,2020,0.04257659241557121
1868,West Bengal energy model,baseline,India,Final Energy|Transportation Passenger|Electricity|Road,GWa,2025,0.0782138928771019
1869,West Bengal energy model,baseline,India,Final Energy|Transportation Passenger|Electricity|Road,GWa,2030,0.20218224823474884
1870,West Bengal energy model,baseline,India,Final Energy|Transportation Passenger|Electricity|Road,GWa,2035,0.512022852897644
1871,West Bengal energy model,baseline,India,Final Energy|Transportation Passenger|Electricity|Road,GWa,2040,1.464524507522583
1872,West Bengal energy model,baseline,India,Final Energy|Transportation Passenger|Electricity|Road|Large,GWa,2015,0.0
1873,West Bengal energy model,baseline,India,Final Energy|Transportation Passenger|Electricity|Road|Large,GWa,2020,0.004147629253566265
1874,West Bengal energy model,baseline,India,Final Energy|Transportation Passenger|Electricity|Road|Large,GWa,2025,0.011655347421765327
1875,West Bengal energy model,baseline,India,Final Energy|Transportation Passenger|Electricity|Road|Large,GWa,2030,0.046419862657785416
1876,West Bengal energy model,baseline,India,Final Energy|Transportation Passenger|Electricity|Road|Large,GWa,2035,0.09506524354219437
1877,West Bengal energy model,baseline,India,Final Energy|Transportation Passenger|Electricity|Road|Large,GWa,2040,0.17854174971580505
1878,West Bengal energy model,baseline,India,Final Energy|Transportation Passenger|Electricity|Road|Small,GWa,2015,0.0
1879,West Bengal energy model,baseline,India,Final Energy|Transportation Passenger|Electricity|Road|Small,GWa,2020,0.03842896223068237
1880,West Bengal energy model,baseline,India,Final Energy|Transportation Passenger|Electricity|Road|Small,GWa,2025,0.06655854731798172
1881,West Bengal energy model,baseline,India,Final Energy|Transportation Passenger|Electricity|Road|Small,GWa,2030,0.15576237440109253
1882,West Bengal energy model,baseline,India,Final Energy|Transportation Passenger|Electricity|Road|Small,GWa,2035,0.4169576168060303
1883,West Bengal energy model,baseline,India,Final Energy|Transportation Passenger|Electricity|Road|Small,GWa,2040,1.2859827280044556
1884,West Bengal energy model,baseline,India,Final Energy|Transportation Passenger|Gases,GWa,2015,0.0
1885,West Bengal energy model,baseline,India,Final Energy|Transportation Passenger|Gases,GWa,2020,0.0
1886,West Bengal energy model,baseline,India,Final Energy|Transportation Passenger|Gases,GWa,2025,0.07175763696432114
1887,West Bengal energy model,baseline,India,Final Energy|Transportation Passenger|Gases,GWa,2030,0.1882217824459076
1888,West Bengal energy model,baseline,India,Final Energy|Transportation Passenger|Gases,GWa,2035,0.4900858700275421
1889,West Bengal energy model,baseline,India,Final Energy|Transportation Passenger|Gases,GWa,2040,1.2756850719451904
1890,West Bengal energy model,baseline,India,Final Energy|Transportation Passenger|Gases|Road,GWa,2015,0.0
1891,West Bengal energy model,baseline,India,Final Energy|Transportation Passenger|Gases|Road,GWa,2020,0.0
1892,West Bengal energy model,baseline,India,Final Energy|Transportation Passenger|Gases|Road,GWa,2025,0.07175763696432114
1893,West Bengal energy model,baseline,India,Final Energy|Transportation Passenger|Gases|Road,GWa,2030,0.1882217824459076
1894,West Bengal energy model,baseline,India,Final Energy|Transportation Passenger|Gases|Road,GWa,2035,0.4900858700275421
1895,West Bengal energy model,baseline,India,Final Energy|Transportation Passenger|Gases|Road,GWa,2040,1.2756850719451904
1896,West Bengal energy model,baseline,India,Final Energy|Transportation Passenger|Gases|Road|Large,GWa,2015,0.0
1897,West Bengal energy model,baseline,India,Final Energy|Transportation Passenger|Gases|Road|Large,GWa,2020,0.0
1898,West Bengal energy model,baseline,India,Final Energy|Transportation Passenger|Gases|Road|Large,GWa,2025,0.0
1899,West Bengal energy model,baseline,India,Final Energy|Transportation Passenger|Gases|Road|Large,GWa,2030,0.0
1900,West Bengal energy model,baseline,India,Final Energy|Transportation Passenger|Gases|Road|Large,GWa,2035,0.0
1901,West Bengal energy model,baseline,India,Final Energy|Transportation Passenger|Gases|Road|Large,GWa,2040,0.0
1902,West Bengal energy model,baseline,India,Final Energy|Transportation Passenger|Gases|Road|Small,GWa,2015,0.0
1903,West Bengal energy model,baseline,India,Final Energy|Transportation Passenger|Gases|Road|Small,GWa,2020,0.0
1904,West Bengal energy model,baseline,India,Final Energy|Transportation Passenger|Gases|Road|Small,GWa,2025,0.07175763696432114
1905,West Bengal energy model,baseline,India,Final Energy|Transportation Passenger|Gases|Road|Small,GWa,2030,0.1882217824459076
1906,West Bengal energy model,baseline,India,Final Energy|Transportation Passenger|Gases|Road|Small,GWa,2035,0.4900858700275421
1907,West Bengal energy model,baseline,India,Final Energy|Transportation Passenger|Gases|Road|Small,GWa,2040,1.2756850719451904
1908,West Bengal energy model,baseline,India,Final Energy|Transportation Passenger|Hydrogen,GWa,2015,0.0
1909,West Bengal energy model,baseline,India,Final Energy|Transportation Passenger|Hydrogen,GWa,2020,0.0
1910,West Bengal energy model,baseline,India,Final Energy|Transportation Passenger|Hydrogen,GWa,2025,0.0
1911,West Bengal energy model,baseline,India,Final Energy|Transportation Passenger|Hydrogen,GWa,2030,0.0
1912,West Bengal energy model,baseline,India,Final Energy|Transportation Passenger|Hydrogen,GWa,2035,0.0
1913,West Bengal energy model,baseline,India,Final Energy|Transportation Passenger|Hydrogen,GWa,2040,0.0
1914,West Bengal energy model,baseline,India,Final Energy|Transportation Passenger|Hydrogen|Road,GWa,2015,0.0
1915,West Bengal energy model,baseline,India,Final Energy|Transportation Passenger|Hydrogen|Road,GWa,2020,0.0
1916,West Bengal energy model,baseline,India,Final Energy|Transportation Passenger|Hydrogen|Road,GWa,2025,0.0
1917,West Bengal energy model,baseline,India,Final Energy|Transportation Passenger|Hydrogen|Road,GWa,2030,0.0
1918,West Bengal energy model,baseline,India,Final Energy|Transportation Passenger|Hydrogen|Road,GWa,2035,0.0
1919,West Bengal energy model,baseline,India,Final Energy|Transportation Passenger|Hydrogen|Road,GWa,2040,0.0
1920,West Bengal energy model,baseline,India,Final Energy|Transportation Passenger|Hydrogen|Road|Large,GWa,2015,0.0
1921,West Bengal energy model,baseline,India,Final Energy|Transportation Passenger|Hydrogen|Road|Large,GWa,2020,0.0
1922,West Bengal energy model,baseline,India,Final Energy|Transportation Passenger|Hydrogen|Road|Large,GWa,2025,0.0
1923,West Bengal energy model,baseline,India,Final Energy|Transportation Passenger|Hydrogen|Road|Large,GWa,2030,0.0
1924,West Bengal energy model,baseline,India,Final Energy|Transportation Passenger|Hydrogen|Road|Large,GWa,2035,0.0
1925,West Bengal energy model,baseline,India,Final Energy|Transportation Passenger|Hydrogen|Road|Large,GWa,2040,0.0
1926,West Bengal energy model,baseline,India,Final Energy|Transportation Passenger|Hydrogen|Road|Small,GWa,2015,0.0
1927,West Bengal energy model,baseline,India,Final Energy|Transportation Passenger|Hydrogen|Road|Small,GWa,2020,0.0
1928,West Bengal energy model,baseline,India,Final Energy|Transportation Passenger|Hydrogen|Road|Small,GWa,2025,0.0
1929,West Bengal energy model,baseline,India,Final Energy|Transportation Passenger|Hydrogen|Road|Small,GWa,2030,0.0
1930,West Bengal energy model,baseline,India,Final Energy|Transportation Passenger|Hydrogen|Road|Small,GWa,2035,0.0
1931,West Bengal energy model,baseline,India,Final Energy|Transportation Passenger|Hydrogen|Road|Small,GWa,2040,0.0
1932,West Bengal energy model,baseline,India,Final Energy|Transportation Passenger|Liquids,GWa,2015,2.4699065685272217
1933,West Bengal energy model,baseline,India,Final Energy|Transportation Passenger|Liquids,GWa,2020,3.889023780822754
1934,West Bengal energy model,baseline,India,Final Energy|Transportation Passenger|Liquids,GWa,2025,5.793352127075195
1935,West Bengal energy model,baseline,India,Final Energy|Transportation Passenger|Liquids,GWa,2030,8.237425804138184
1936,West Bengal energy model,baseline,India,Final Energy|Transportation Passenger|Liquids,GWa,2035,11.081400871276855
1937,West Bengal energy model,baseline,India,Final Energy|Transportation Passenger|Liquids,GWa,2040,13.184849739074707
1938,West Bengal energy model,baseline,India,Final Energy|Transportation Passenger|Liquids|Biomass,GWa,2015,0.0
1939,West Bengal energy model,baseline,India,Final Energy|Transportation Passenger|Liquids|Biomass,GWa,2020,0.0
1940,West Bengal energy model,baseline,India,Final Energy|Transportation Passenger|Liquids|Biomass,GWa,2025,0.0
