,model,scenario,region,variable,unit,year,value
3970,West Bengal energy model,baseline,India,Cumulative Capacity|Electricity|Hydro,GW,2035,0.4013080298900604
3971,West Bengal energy model,baseline,India,Cumulative Capacity|Electricity|Hydro,GW,2040,0.4013080298900604
3972,West Bengal energy model,baseline,India,Cumulative Capacity|Electricity|Nuclear,GW,2015,0.0
3973,West Bengal energy model,baseline,India,Cumulative Capacity|Electricity|Nuclear,GW,2020,0.0
3974,West Bengal energy model,baseline,India,Cumulative Capacity|Electricity|Nuclear,GW,2025,0.0
3975,West Bengal energy model,baseline,India,Cumulative Capacity|Electricity|Nuclear,GW,2030,0.0
3976,West Bengal energy model,baseline,India,Cumulative Capacity|Electricity|Nuclear,GW,2035,0.0
3977,West Bengal energy model,baseline,India,Cumulative Capacity|Electricity|Nuclear,GW,2040,0.0
3978,West Bengal energy model,baseline,India,Cumulative Capacity|Electricity|Oil,GW,2015,0.0
3979,West Bengal energy model,baseline,India,Cumulative Capacity|Electricity|Oil,GW,2020,0.0
3980,West Bengal energy model,baseline,India,Cumulative Capacity|Electricity|Oil,GW,2025,0.0
3981,West Bengal energy model,baseline,India,Cumulative Capacity|Electricity|Oil,GW,2030,0.0
3982,West Bengal energy model,baseline,India,Cumulative Capacity|Electricity|Oil,GW,2035,0.0
3983,West Bengal energy model,baseline,India,Cumulative Capacity|Electricity|Oil,GW,2040,0.0
3984,West Bengal energy model,baseline,India,Cumulative Capacity|Electricity|Oil|w/ CCS,GW,2015,0.0
3985,West Bengal energy model,baseline,India,Cumulative Capacity|Electricity|Oil|w/ CCS,GW,2020,0.0
3986,West Bengal energy model,baseline,India,Cumulative Capacity|Electricity|Oil|w/ CCS,GW,2025,0.0
3987,West Bengal energy model,baseline,India,Cumulative Capacity|Electricity|Oil|w/ CCS,GW,2030,0.0
3988,West Bengal energy model,baseline,India,Cumulative Capacity|Electricity|Oil|w/ CCS,GW,2035,0.0
3989,West Bengal energy model,baseline,India,Cumulative Capacity|Electricity|Oil|w/ CCS,GW,2040,0.0
3990,West Bengal energy model,baseline,India,Cumulative Capacity|Electricity|Oil|w/o CCS,GW,2015,0.0
3991,West Bengal energy model,baseline,India,Cumulative Capacity|Electricity|Oil|w/o CCS,GW,2020,0.0
3992,West Bengal energy model,baseline,India,Cumulative Capacity|Electricity|Oil|w/o CCS,GW,2025,0.0
3993,West Bengal energy model,baseline,India,Cumulative Capacity|Electricity|Oil|w/o CCS,GW,2030,0.0
3994,West Bengal energy model,baseline,India,Cumulative Capacity|Electricity|Oil|w/o CCS,GW,2035,0.0
3995,West Bengal energy model,baseline,India,Cumulative Capacity|Electricity|Oil|w/o CCS,GW,2040,0.0
3996,West Bengal energy model,baseline,India,Cumulative Capacity|Electricity|Solar,GW,2015,0.30441322922706604
3997,West Bengal energy model,baseline,India,Cumulative Capacity|Electricity|Solar,GW,2020,0.7857056260108948
3998,West Bengal energy model,baseline,India,Cumulative Capacity|Electricity|Solar,GW,2025,0.7977157235145569
3999,West Bengal energy model,baseline,India,Cumulative Capacity|Electricity|Solar,GW,2030,1.872926950454712
4000,West Bengal energy model,baseline,India,Cumulative Capacity|Electricity|Solar,GW,2035,5.954545974731445
4001,West Bengal energy model,baseline,India,Cumulative Capacity|Electricity|Solar,GW,2040,6.029717922210693
4002,West Bengal energy model,baseline,India,Cumulative Capacity|Electricity|Solar|CSP,GW,2015,0.0
4003,West Bengal energy model,baseline,India,Cumulative Capacity|Electricity|Solar|CSP,GW,2020,0.0
4004,West Bengal energy model,baseline,India,Cumulative Capacity|Electricity|Solar|CSP,GW,2025,0.0
4005,West Bengal energy model,baseline,India,Cumulative Capacity|Electricity|Solar|CSP,GW,2030,0.0
4006,West Bengal energy model,baseline,India,Cumulative Capacity|Electricity|Solar|CSP,GW,2035,0.0
4007,West Bengal energy model,baseline,India,Cumulative Capacity|Electricity|Solar|CSP,GW,2040,0.0
4008,West Bengal energy model,baseline,India,Cumulative Capacity|Electricity|Solar|PV,GW,2015,0.2979602813720703
4009,West Bengal energy model,baseline,India,Cumulative Capacity|Electricity|Solar|PV,GW,2020,0.7754753828048706
4010,West Bengal energy model,baseline,India,Cumulative Capacity|Electricity|Solar|PV,GW,2025,0.7754753828048706
4011,West Bengal energy model,baseline,India,Cumulative Capacity|Electricity|Solar|PV,GW,2030,1.822198748588562
4012,West Bengal energy model,baseline,India,Cumulative Capacity|Electricity|Solar|PV,GW,2035,5.860677242279053
4013,West Bengal energy model,baseline,India,Cumulative Capacity|Electricity|Solar|PV,GW,2040,5.860677242279053
4014,West Bengal energy model,baseline,India,Cumulative Capacity|Electricity|Solar|Thermal,GW,2015,0.006452972535043955
4015,West Bengal energy model,baseline,India,Cumulative Capacity|Electricity|Solar|Thermal,GW,2020,0.01023025345057249
4016,West Bengal energy model,baseline,India,Cumulative Capacity|Electricity|Solar|Thermal,GW,2025,0.022240331396460533
4017,West Bengal energy model,baseline,India,Cumulative Capacity|Electricity|Solar|Thermal,GW,2030,0.050728149712085724
4018,West Bengal energy model,baseline,India,Cumulative Capacity|Electricity|Solar|Thermal,GW,2035,0.09386871010065079
4019,West Bengal energy model,baseline,India,Cumulative Capacity|Electricity|Solar|Thermal,GW,2040,0.16904065012931824
4020,West Bengal energy model,baseline,India,Cumulative Capacity|Electricity|Wind,GW,2015,0.0
4021,West Bengal energy model,baseline,India,Cumulative Capacity|Electricity|Wind,GW,2020,0.0
4022,West Bengal energy model,baseline,India,Cumulative Capacity|Electricity|Wind,GW,2025,7.237508725665975e-06
4023,West Bengal energy model,baseline,India,Cumulative Capacity|Electricity|Wind,GW,2030,7.237508725665975e-06
4024,West Bengal energy model,baseline,India,Cumulative Capacity|Electricity|Wind,GW,2035,7.237508725665975e-06
4025,West Bengal energy model,baseline,India,Cumulative Capacity|Electricity|Wind,GW,2040,7.237508725665975e-06
4026,West Bengal energy model,baseline,India,Cumulative Capacity|Electricity|Wind|Offshore,GW,2015,0.0
4027,West Bengal energy model,baseline,India,Cumulative Capacity|Electricity|Wind|Offshore,GW,2020,0.0
4028,West Bengal energy model,baseline,India,Cumulative Capacity|Electricity|Wind|Offshore,GW,2025,0.0
4029,West Bengal energy model,baseline,India,Cumulative Capacity|Electricity|Wind|Offshore,GW,2030,0.0
4030,West Bengal energy model,baseline,India,Cumulative Capacity|Electricity|Wind|Offshore,GW,2035,0.0
4031,West Bengal energy model,baseline,India,Cumulative Capacity|Electricity|Wind|Offshore,GW,2040,0.0
4032,West Bengal energy model,baseline,India,Cumulative Capacity|Electricity|Wind|Onshore,GW,2015,0.0
4033,West Bengal energy model,baseline,India,Cumulative Capacity|Electricity|Wind|Onshore,GW,2020,0.0
4034,West Bengal energy model,baseline,India,Cumulative Capacity|Electricity|Wind|Onshore,GW,2025,7.237508725665975e-06
4035,West Bengal energy model,baseline,India,Cumulative Capacity|Electricity|Wind|Onshore,GW,2030,7.237508725665975e-06
4036,West Bengal energy model,baseline,India,Cumulative Capacity|Electricity|Wind|Onshore,GW,2035,7.237508725665975e-06
4037,West Bengal energy model,baseline,India,Cumulative Capacity|Electricity|Wind|Onshore,GW,2040,7.237508725665975e-06
4038,West Bengal energy model,baseline,India,Cumulative Capacity|Gases,GW,2015,0.0
4039,West Bengal energy model,baseline,India,Cumulative Capacity|Gases,GW,2020,0.0
4040,West Bengal energy model,baseline,India,Cumulative Capacity|Gases,GW,2025,0.0
4041,West Bengal energy model,baseline,India,Cumulative Capacity|Gases,GW,2030,0.0
4042,West Bengal energy model,baseline,India,Cumulative Capacity|Gases,GW,2035,0.0
4043,West Bengal energy model,baseline,India,Cumulative Capacity|Gases,GW,2040,0.0
4044,West Bengal energy model,baseline,India,Cumulative Capacity|Gases|Biomass,GW,2015,0.0
4045,West Bengal energy model,baseline,India,Cumulative Capacity|Gases|Biomass,GW,2020,0.0
4046,West Bengal energy model,baseline,India,Cumulative Capacity|Gases|Biomass,GW,2025,0.0
4047,West Bengal energy model,baseline,India,Cumulative Capacity|Gases|Biomass,GW,2030,0.0
4048,West Bengal energy model,baseline,India,Cumulative Capacity|Gases|Biomass,GW,2035,0.0
4049,West Bengal energy model,baseline,India,Cumulative Capacity|Gases|Biomass,GW,2040,0.0
4050,West Bengal energy model,baseline,India,Cumulative Capacity|Gases|Biomass|w/o CCS,GW,2015,0.0
4051,West Bengal energy model,baseline,India,Cumulative Capacity|Gases|Biomass|w/o CCS,GW,2020,0.0
4052,West Bengal energy model,baseline,India,Cumulative Capacity|Gases|Biomass|w/o CCS,GW,2025,0.0
4053,West Bengal energy model,baseline,India,Cumulative Capacity|Gases|Biomass|w/o CCS,GW,2030,0.0
4054,West Bengal energy model,baseline,India,Cumulative Capacity|Gases|Biomass|w/o CCS,GW,2035,0.0
4055,West Bengal energy model,baseline,India,Cumulative Capacity|Gases|Biomass|w/o CCS,GW,2040,0.0
4056,West Bengal energy model,baseline,India,Cumulative Capacity|Gases|Coal,GW,2015,0.0
4057,West Bengal energy model,baseline,India,Cumulative Capacity|Gases|Coal,GW,2020,0.0
4058,West Bengal energy model,baseline,India,Cumulative Capacity|Gases|Coal,GW,2025,0.0
4059,West Bengal energy model,baseline,India,Cumulative Capacity|Gases|Coal,GW,2030,0.0
4060,West Bengal energy model,baseline,India,Cumulative Capacity|Gases|Coal,GW,2035,0.0
4061,West Bengal energy model,baseline,India,Cumulative Capacity|Gases|Coal,GW,2040,0.0
4062,West Bengal energy model,baseline,India,Cumulative Capacity|Gases|Coal|w/o CCS,GW,2015,0.0
4063,West Bengal energy model,baseline,India,Cumulative Capacity|Gases|Coal|w/o CCS,GW,2020,0.0
4064,West Bengal energy model,baseline,India,Cumulative Capacity|Gases|Coal|w/o CCS,GW,2025,0.0
4065,West Bengal energy model,baseline,India,Cumulative Capacity|Gases|Coal|w/o CCS,GW,2030,0.0
4066,West Bengal energy model,baseline,India,Cumulative Capacity|Gases|Coal|w/o CCS,GW,2035,0.0
4067,West Bengal energy model,baseline,India,Cumulative Capacity|Gases|Coal|w/o CCS,GW,2040,0.0
4068,West Bengal energy model,baseline,India,Cumulative Capacity|Hydrogen,GW,2015,0.0
4069,West Bengal energy model,baseline,India,Cumulative Capacity|Hydrogen,GW,2020,0.0
4070,West Bengal energy model,baseline,India,Cumulative Capacity|Hydrogen,GW,2025,0.0
4071,West Bengal energy model,baseline,India,Cumulative Capacity|Hydrogen,GW,2030,0.0
4072,West Bengal energy model,baseline,India,Cumulative Capacity|Hydrogen,GW,2035,0.0
4073,West Bengal energy model,baseline,India,Cumulative Capacity|Hydrogen,GW,2040,0.0
4074,West Bengal energy model,baseline,India,Cumulative Capacity|Hydrogen|Biomass,GW,2015,0.0
4075,West Bengal energy model,baseline,India,Cumulative Capacity|Hydrogen|Biomass,GW,2020,0.0
4076,West Bengal energy model,baseline,India,Cumulative Capacity|Hydrogen|Biomass,GW,2025,0.0
4077,West Bengal energy model,baseline,India,Cumulative Capacity|Hydrogen|Biomass,GW,2030,0.0
4078,West Bengal energy model,baseline,India,Cumulative Capacity|Hydrogen|Biomass,GW,2035,0.0
4079,West Bengal energy model,baseline,India,Cumulative Capacity|Hydrogen|Biomass,GW,2040,0.0
4080,West Bengal energy model,baseline,India,Cumulative Capacity|Hydrogen|Biomass|w/ CCS,GW,2015,0.0
4081,West Bengal energy model,baseline,India,Cumulative Capacity|Hydrogen|Biomass|w/ CCS,GW,2020,0.0
4082,West Bengal energy model,baseline,India,Cumulative Capacity|Hydrogen|Biomass|w/ CCS,GW,2025,0.0
4083,West Bengal energy model,baseline,India,Cumulative Capacity|Hydrogen|Biomass|w/ CCS,GW,2030,0.0
4084,West Bengal energy model,baseline,India,Cumulative Capacity|Hydrogen|Biomass|w/ CCS,GW,2035,0.0
4085,West Bengal energy model,baseline,India,Cumulative Capacity|Hydrogen|Biomass|w/ CCS,GW,2040,0.0
4086,West Bengal energy model,baseline,India,Cumulative Capacity|Hydrogen|Biomass|w/o CCS,GW,2015,0.0
4087,West Bengal energy model,baseline,India,Cumulative Capacity|Hydrogen|Biomass|w/o CCS,GW,2020,0.0
4088,West Bengal energy model,baseline,India,Cumulative Capacity|Hydrogen|Biomass|w/o CCS,GW,2025,0.0
4089,West Bengal energy model,baseline,India,Cumulative Capacity|Hydrogen|Biomass|w/o CCS,GW,2030,0.0
4090,West Bengal energy model,baseline,India,Cumulative Capacity|Hydrogen|Biomass|w/o CCS,GW,2035,0.0
4091,West Bengal energy model,baseline,India,Cumulative Capacity|Hydrogen|Biomass|w/o CCS,GW,2040,0.0
4092,West Bengal energy model,baseline,India,Cumulative Capacity|Hydrogen|Coal,GW,2015,0.0
4093,West Bengal energy model,baseline,India,Cumulative Capacity|Hydrogen|Coal,GW,2020,0.0
4094,West Bengal energy model,baseline,India,Cumulative Capacity|Hydrogen|Coal,GW,2025,0.0
4095,West Bengal energy model,baseline,India,Cumulative Capacity|Hydrogen|Coal,GW,2030,0.0
4096,West Bengal energy model,baseline,India,Cumulative Capacity|Hydrogen|Coal,GW,2035,0.0
4097,West Bengal energy model,baseline,India,Cumulative Capacity|Hydrogen|Coal,GW,2040,0.0
4098,West Bengal energy model,baseline,India,Cumulative Capacity|Hydrogen|Coal|w/ CCS,GW,2015,0.0
4099,West Bengal energy model,baseline,India,Cumulative Capacity|Hydrogen|Coal|w/ CCS,GW,2020,0.0
4100,West Bengal energy model,baseline,India,Cumulative Capacity|Hydrogen|Coal|w/ CCS,GW,2025,0.0
4101,West Bengal energy model,baseline,India,Cumulative Capacity|Hydrogen|Coal|w/ CCS,GW,2030,0.0
4102,West Bengal energy model,baseline,India,Cumulative Capacity|Hydrogen|Coal|w/ CCS,GW,2035,0.0
4103,West Bengal energy model,baseline,India,Cumulative Capacity|Hydrogen|Coal|w/ CCS,GW,2040,0.0
4104,West Bengal energy model,baseline,India,Cumulative Capacity|Hydrogen|Coal|w/o CCS,GW,2015,0.0
4105,West Bengal energy model,baseline,India,Cumulative Capacity|Hydrogen|Coal|w/o CCS,GW,2020,0.0
4106,West Bengal energy model,baseline,India,Cumulative Capacity|Hydrogen|Coal|w/o CCS,GW,2025,0.0
4107,West Bengal energy model,baseline,India,Cumulative Capacity|Hydrogen|Coal|w/o CCS,GW,2030,0.0
4108,West Bengal energy model,baseline,India,Cumulative Capacity|Hydrogen|Coal|w/o CCS,GW,2035,0.0
4109,West Bengal energy model,baseline,India,Cumulative Capacity|Hydrogen|Coal|w/o CCS,GW,2040,0.0
4110,West Bengal energy model,baseline,India,Cumulative Capacity|Hydrogen|Electricity,GW,2015,0.0
4111,West Bengal energy model,baseline,India,Cumulative Capacity|Hydrogen|Electricity,GW,2020,0.0
4112,West Bengal energy model,baseline,India,Cumulative Capacity|Hydrogen|Electricity,GW,2025,0.0
4113,West Bengal energy model,baseline,India,Cumulative Capacity|Hydrogen|Electricity,GW,2030,0.0
4114,West Bengal energy model,baseline,India,Cumulative Capacity|Hydrogen|Electricity,GW,2035,0.0
4115,West Bengal energy model,baseline,India,Cumulative Capacity|Hydrogen|Electricity,GW,2040,0.0
4116,West Bengal energy model,baseline,India,Cumulative Capacity|Hydrogen|Gas,GW,2015,0.0
4117,West Bengal energy model,baseline,India,Cumulative Capacity|Hydrogen|Gas,GW,2020,0.0
4118,West Bengal energy model,baseline,India,Cumulative Capacity|Hydrogen|Gas,GW,2025,0.0
4119,West Bengal energy model,baseline,India,Cumulative Capacity|Hydrogen|Gas,GW,2030,0.0
4120,West Bengal energy model,baseline,India,Cumulative Capacity|Hydrogen|Gas,GW,2035,0.0
4121,West Bengal energy model,baseline,India,Cumulative Capacity|Hydrogen|Gas,GW,2040,0.0
4122,West Bengal energy model,baseline,India,Cumulative Capacity|Hydrogen|Gas|w/ CCS,GW,2015,0.0
4123,West Bengal energy model,baseline,India,Cumulative Capacity|Hydrogen|Gas|w/ CCS,GW,2020,0.0
4124,West Bengal energy model,baseline,India,Cumulative Capacity|Hydrogen|Gas|w/ CCS,GW,2025,0.0
4125,West Bengal energy model,baseline,India,Cumulative Capacity|Hydrogen|Gas|w/ CCS,GW,2030,0.0
4126,West Bengal energy model,baseline,India,Cumulative Capacity|Hydrogen|Gas|w/ CCS,GW,2035,0.0
4127,West Bengal energy model,baseline,India,Cumulative Capacity|Hydrogen|Gas|w/ CCS,GW,2040,0.0
4128,West Bengal energy model,baseline,India,Cumulative Capacity|Hydrogen|Gas|w/o CCS,GW,2015,0.0
4129,West Bengal energy model,baseline,India,Cumulative Capacity|Hydrogen|Gas|w/o CCS,GW,2020,0.0
4130,West Bengal energy model,baseline,India,Cumulative Capacity|Hydrogen|Gas|w/o CCS,GW,2025,0.0
4131,West Bengal energy model,baseline,India,Cumulative Capacity|Hydrogen|Gas|w/o CCS,GW,2030,0.0
4132,West Bengal energy model,baseline,India,Cumulative Capacity|Hydrogen|Gas|w/o CCS,GW,2035,0.0
4133,West Bengal energy model,baseline,India,Cumulative Capacity|Hydrogen|Gas|w/o CCS,GW,2040,0.0
4134,West Bengal energy model,baseline,India,Cumulative Capacity|Liquids,GW,2015,0.0
4135,West Bengal energy model,baseline,India,Cumulative Capacity|Liquids,GW,2020,0.0
4136,West Bengal energy model,baseline,India,Cumulative Capacity|Liquids,GW,2025,0.0
4137,West Bengal energy model,baseline,India,Cumulative Capacity|Liquids,GW,2030,0.0
4138,West Bengal energy model,baseline,India,Cumulative Capacity|Liquids,GW,2035,0.0
4139,West Bengal energy model,baseline,India,Cumulative Capacity|Liquids,GW,2040,0.0
4140,West Bengal energy model,baseline,India,Cumulative Capacity|Liquids|Biomass,GW,2015,0.0
4141,West Bengal energy model,baseline,India,Cumulative Capacity|Liquids|Biomass,GW,2020,0.0
4142,West Bengal energy model,baseline,India,Cumulative Capacity|Liquids|Biomass,GW,2025,0.0
4143,West Bengal energy model,baseline,India,Cumulative Capacity|Liquids|Biomass,GW,2030,0.0
4144,West Bengal energy model,baseline,India,Cumulative Capacity|Liquids|Biomass,GW,2035,0.0
4145,West Bengal energy model,baseline,India,Cumulative Capacity|Liquids|Biomass,GW,2040,0.0
4146,West Bengal energy model,baseline,India,Cumulative Capacity|Liquids|Biomass|w/ CCS,GW,2015,0.0
4147,West Bengal energy model,baseline,India,Cumulative Capacity|Liquids|Biomass|w/ CCS,GW,2020,0.0
4148,West Bengal energy model,baseline,India,Cumulative Capacity|Liquids|Biomass|w/ CCS,GW,2025,0.0
4149,West Bengal energy model,baseline,India,Cumulative Capacity|Liquids|Biomass|w/ CCS,GW,2030,0.0
4150,West Bengal energy model,baseline,India,Cumulative Capacity|Liquids|Biomass|w/ CCS,GW,2035,0.0
4151,West Bengal energy model,baseline,India,Cumulative Capacity|Liquids|Biomass|w/ CCS,GW,2040,0.0
4152,West Bengal energy model,baseline,India,Cumulative Capacity|Liquids|Biomass|w/o CCS,GW,2015,0.0
4153,West Bengal energy model,baseline,India,Cumulative Capacity|Liquids|Biomass|w/o CCS,GW,2020,0.0
4154,West Bengal energy model,baseline,India,Cumulative Capacity|Liquids|Biomass|w/o CCS,GW,2025,0.0
4155,West Bengal energy model,baseline,India,Cumulative Capacity|Liquids|Biomass|w/o CCS,GW,2030,0.0
4156,West Bengal energy model,baseline,India,Cumulative Capacity|Liquids|Biomass|w/o CCS,GW,2035,0.0
4157,West Bengal energy model,baseline,India,Cumulative Capacity|Liquids|Biomass|w/o CCS,GW,2040,0.0
4158,West Bengal energy model,baseline,India,Cumulative Capacity|Liquids|Coal,GW,2015,0.0
4159,West Bengal energy model,baseline,India,Cumulative Capacity|Liquids|Coal,GW,2020,0.0
4160,West Bengal energy model,baseline,India,Cumulative Capacity|Liquids|Coal,GW,2025,0.0
4161,West Bengal energy model,baseline,India,Cumulative Capacity|Liquids|Coal,GW,2030,0.0
4162,West Bengal energy model,baseline,India,Cumulative Capacity|Liquids|Coal,GW,2035,0.0
4163,West Bengal energy model,baseline,India,Cumulative Capacity|Liquids|Coal,GW,2040,0.0
4164,West Bengal energy model,baseline,India,Cumulative Capacity|Liquids|Coal|w/ CCS,GW,2015,0.0
4165,West Bengal energy model,baseline,India,Cumulative Capacity|Liquids|Coal|w/ CCS,GW,2020,0.0
4166,West Bengal energy model,baseline,India,Cumulative Capacity|Liquids|Coal|w/ CCS,GW,2025,0.0
4167,West Bengal energy model,baseline,India,Cumulative Capacity|Liquids|Coal|w/ CCS,GW,2030,0.0
4168,West Bengal energy model,baseline,India,Cumulative Capacity|Liquids|Coal|w/ CCS,GW,2035,0.0
4169,West Bengal energy model,baseline,India,Cumulative Capacity|Liquids|Coal|w/ CCS,GW,2040,0.0
4170,West Bengal energy model,baseline,India,Cumulative Capacity|Liquids|Coal|w/o CCS,GW,2015,0.0
4171,West Bengal energy model,baseline,India,Cumulative Capacity|Liquids|Coal|w/o CCS,GW,2020,0.0
4172,West Bengal energy model,baseline,India,Cumulative Capacity|Liquids|Coal|w/o CCS,GW,2025,0.0
4173,West Bengal energy model,baseline,India,Cumulative Capacity|Liquids|Coal|w/o CCS,GW,2030,0.0
4174,West Bengal energy model,baseline,India,Cumulative Capacity|Liquids|Coal|w/o CCS,GW,2035,0.0
4175,West Bengal energy model,baseline,India,Cumulative Capacity|Liquids|Coal|w/o CCS,GW,2040,0.0
4176,West Bengal energy model,baseline,India,Cumulative Capacity|Liquids|Gas,GW,2015,0.0
4177,West Bengal energy model,baseline,India,Cumulative Capacity|Liquids|Gas,GW,2020,0.0
4178,West Bengal energy model,baseline,India,Cumulative Capacity|Liquids|Gas,GW,2025,0.0
4179,West Bengal energy model,baseline,India,Cumulative Capacity|Liquids|Gas,GW,2030,0.0
4180,West Bengal energy model,baseline,India,Cumulative Capacity|Liquids|Gas,GW,2035,0.0
4181,West Bengal energy model,baseline,India,Cumulative Capacity|Liquids|Gas,GW,2040,0.0
4182,West Bengal energy model,baseline,India,Cumulative Capacity|Liquids|Gas|w/ CCS,GW,2015,0.0
4183,West Bengal energy model,baseline,India,Cumulative Capacity|Liquids|Gas|w/ CCS,GW,2020,0.0
4184,West Bengal energy model,baseline,India,Cumulative Capacity|Liquids|Gas|w/ CCS,GW,2025,0.0
4185,West Bengal energy model,baseline,India,Cumulative Capacity|Liquids|Gas|w/ CCS,GW,2030,0.0
4186,West Bengal energy model,baseline,India,Cumulative Capacity|Liquids|Gas|w/ CCS,GW,2035,0.0
4187,West Bengal energy model,baseline,India,Cumulative Capacity|Liquids|Gas|w/ CCS,GW,2040,0.0
4188,West Bengal energy model,baseline,India,Cumulative Capacity|Liquids|Gas|w/o CCS,GW,2015,0.0
4189,West Bengal energy model,baseline,India,Cumulative Capacity|Liquids|Gas|w/o CCS,GW,2020,0.0
4190,West Bengal energy model,baseline,India,Cumulative Capacity|Liquids|Gas|w/o CCS,GW,2025,0.0
4191,West Bengal energy model,baseline,India,Cumulative Capacity|Liquids|Gas|w/o CCS,GW,2030,0.0
4192,West Bengal energy model,baseline,India,Cumulative Capacity|Liquids|Gas|w/o CCS,GW,2035,0.0
4193,West Bengal energy model,baseline,India,Cumulative Capacity|Liquids|Gas|w/o CCS,GW,2040,0.0
4194,West Bengal energy model,baseline,India,Cumulative Capacity|Liquids|Oil,GW,2015,0.0
4195,West Bengal energy model,baseline,India,Cumulative Capacity|Liquids|Oil,GW,2020,0.0
4196,West Bengal energy model,baseline,India,Cumulative Capacity|Liquids|Oil,GW,2025,0.0
4197,West Bengal energy model,baseline,India,Cumulative Capacity|Liquids|Oil,GW,2030,0.0
4198,West Bengal energy model,baseline,India,Cumulative Capacity|Liquids|Oil,GW,2035,0.0
4199,West Bengal energy model,baseline,India,Cumulative Capacity|Liquids|Oil,GW,2040,0.0
4200,West Bengal energy model,baseline,India,Cumulative Capacity|Liquids|Oil|w/o CCS,GW,2015,0.0
4201,West Bengal energy model,baseline,India,Cumulative Capacity|Liquids|Oil|w/o CCS,GW,2020,0.0
4202,West Bengal energy model,baseline,India,Cumulative Capacity|Liquids|Oil|w/o CCS,GW,2025,0.0
4203,West Bengal energy model,baseline,India,Cumulative Capacity|Liquids|Oil|w/o CCS,GW,2030,0.0
4204,West Bengal energy model,baseline,India,Cumulative Capacity|Liquids|Oil|w/o CCS,GW,2035,0.0
4205,West Bengal energy model,baseline,India,Cumulative Capacity|Liquids|Oil|w/o CCS,GW,2040,0.0
4206,West Bengal energy model,baseline,India,Capital Cost,US$2010/kW,2015,14753.462890625
4207,West Bengal energy model,baseline,India,Capital Cost,US$2010/kW,2020,16686.47265625
4208,West Bengal energy model,baseline,India,Capital Cost,US$2010/kW,2025,21967.265625
4209,West Bengal energy model,baseline,India,Capital Cost,US$2010/kW,2030,22264.41015625
4210,West Bengal energy model,baseline,India,Capital Cost,US$2010/kW,2035,35067.8359375
4211,West Bengal energy model,baseline,India,Capital Cost,US$2010/kW,2040,34712.921875
4212,West Bengal energy model,baseline,India,Capital Cost|Electricity,US$2010/kW,2015,14753.462890625
4213,West Bengal energy model,baseline,India,Capital Cost|Electricity,US$2010/kW,2020,16686.47265625
4214,West Bengal energy model,baseline,India,Capital Cost|Electricity,US$2010/kW,2025,21967.265625
4215,West Bengal energy model,baseline,India,Capital Cost|Electricity,US$2010/kW,2030,22264.41015625
4216,West Bengal energy model,baseline,India,Capital Cost|Electricity,US$2010/kW,2035,34648.67578125
4217,West Bengal energy model,baseline,India,Capital Cost|Electricity,US$2010/kW,2040,34346.86328125
4218,West Bengal energy model,baseline,India,Capital Cost|Electricity|Biomass,US$2010/kW,2015,949.1668701171875
4219,West Bengal energy model,baseline,India,Capital Cost|Electricity|Biomass,US$2010/kW,2020,949.1668701171875
4220,West Bengal energy model,baseline,India,Capital Cost|Electricity|Biomass,US$2010/kW,2025,949.1668701171875
4221,West Bengal energy model,baseline,India,Capital Cost|Electricity|Biomass,US$2010/kW,2030,949.1668701171875
4222,West Bengal energy model,baseline,India,Capital Cost|Electricity|Biomass,US$2010/kW,2035,949.1668701171875
4223,West Bengal energy model,baseline,India,Capital Cost|Electricity|Biomass,US$2010/kW,2040,949.1668701171875
4224,West Bengal energy model,baseline,India,Capital Cost|Electricity|Biomass|w/ CCS,US$2010/kW,2015,0.0
4225,West Bengal energy model,baseline,India,Capital Cost|Electricity|Biomass|w/ CCS,US$2010/kW,2020,0.0
4226,West Bengal energy model,baseline,India,Capital Cost|Electricity|Biomass|w/ CCS,US$2010/kW,2025,0.0
4227,West Bengal energy model,baseline,India,Capital Cost|Electricity|Biomass|w/ CCS,US$2010/kW,2030,0.0
4228,West Bengal energy model,baseline,India,Capital Cost|Electricity|Biomass|w/ CCS,US$2010/kW,2035,0.0
4229,West Bengal energy model,baseline,India,Capital Cost|Electricity|Biomass|w/ CCS,US$2010/kW,2040,0.0
4230,West Bengal energy model,baseline,India,Capital Cost|Electricity|Biomass|w/o CCS,US$2010/kW,2015,949.1668701171875
4231,West Bengal energy model,baseline,India,Capital Cost|Electricity|Biomass|w/o CCS,US$2010/kW,2020,949.1668701171875
4232,West Bengal energy model,baseline,India,Capital Cost|Electricity|Biomass|w/o CCS,US$2010/kW,2025,949.1668701171875
4233,West Bengal energy model,baseline,India,Capital Cost|Electricity|Biomass|w/o CCS,US$2010/kW,2030,949.1668701171875
4234,West Bengal energy model,baseline,India,Capital Cost|Electricity|Biomass|w/o CCS,US$2010/kW,2035,949.1668701171875
4235,West Bengal energy model,baseline,India,Capital Cost|Electricity|Biomass|w/o CCS,US$2010/kW,2040,949.1668701171875
4236,West Bengal energy model,baseline,India,Capital Cost|Electricity|Coal,US$2010/kW,2015,2109.259765625
4237,West Bengal energy model,baseline,India,Capital Cost|Electricity|Coal,US$2010/kW,2020,2207.62548828125
4238,West Bengal energy model,baseline,India,Capital Cost|Electricity|Coal,US$2010/kW,2025,3714.003173828125
4239,West Bengal energy model,baseline,India,Capital Cost|Electricity|Coal,US$2010/kW,2030,3857.3681640625
